"","FIELDID","Method","DateSampled","TotalFish","Richness","DarterCount","SunfishCount","SuckerCount","IntolerantCount","Percent_Tolerant","Percent_Omnivores","Percent_Piscivores","Percent_Lithophilic","Percent_Insectivores","COMID","finalwidth_ft","Richness_upper","Richness_lower","Darter_upper","Darter_lower","Sunfish_upper","Sunfish_lower","Sucker_upper","Sucker_lower","Intolerant_upper","Intolerant_lower","Tolerant_upper","Tolerant_lower","Omnivore_upper","Omnivore_lower","Insectivore_upper","Insectivore_lower","Piscivore_upper","Piscivore_lower","Lithophilic_upper","Lithophilic_lower","Richness_score","Darter_score","Sunfish_score","Sucker_score","Intolerant_score","Tolerant_score","Omnivore_score","Insectivores_score","Piscivores_score","Lithophilic_score","Total_score"
"265","main1","Seine",2021-06-11,107,1,1,4,0,1,44.8598130841121,27.1028037383178,1.86915887850467,42.0560747663551,71.0280373831776,10848426,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,1,-1,1,0,0,-1
"266","main10","Seine",2011-08-29,258,3,1,2,0,1,4.65116279069767,4.26356589147287,5.81395348837209,0,89.922480620155,10849770,100.666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-5
"267","main10","Seine",2013-06-21,306,3,1,3,0,0,15.6862745098039,15.0326797385621,0.980392156862745,3.26797385620915,83.3333333333333,10849770,100.666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"268","main10","Seine",2013-09-07,186,5,2,2,0,1,7.52688172043011,5.3763440860215,0.537634408602151,1.0752688172043,89.7849462365591,10849770,100.666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"269","main10","Seine",2014-07-21,136,2,2,3,0,0,3.67647058823529,2.94117647058824,0.735294117647059,0.735294117647059,96.3235294117647,10849770,100.666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-6
"270","main10","Seine",2014-09-26,570,5,1,4,0,2,3.68421052631579,3.68421052631579,1.57894736842105,0.175438596491228,94.3859649122807,10849770,100.666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,-1,-1,1,0,-1,-4
"271","main11","Seine",2016-09-28,124,1,0,4,1,1,33.0645161290323,33.0645161290323,17.741935483871,5.64516129032258,49.1935483870968,10848598,21.3333333333333,14,10,3,2,3,2,2,2,4.05333333333333,2.048,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,-1,1,0,1,0,-2
"272","main12","Seine",2017-09-29,372,6,0,2,1,1,8.87096774193548,8.87096774193548,0.268817204301075,1.0752688172043,71.7741935483871,10849770,76.6666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"273","main12","Seine",2019-09-06,248,4,2,3,0,0,12.0967741935484,11.6935483870968,0,0.403225806451613,78.6290322580645,10849770,76.6666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-6
"274","main12","Seine",2020-08-07,629,5,1,4,2,1,22.0985691573927,21.7806041335453,2.22575516693164,0.476947535771065,59.9364069952305,10849770,76.6666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,0,-1,-1,-1,0,0,-1,-5
"275","main12n","Seine",2017-09-29,115,1,0,1,1,0,35.6521739130435,35.6521739130435,0,1.73913043478261,53.9130434782609,10849770,87.6666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-6
"276","main12n","Seine",2019-09-06,408,5,1,2,0,0,20.343137254902,20.0980392156863,1.47058823529412,0,73.7745098039216,10849770,87.6666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,0,-1,-6
"277","main12n","Seine",2020-08-07,396,5,2,4,0,0,13.8888888888889,12.8787878787879,5.05050505050505,1.51515151515152,80.3030303030303,10849770,87.6666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,-1,-1,1,1,0,-2
"278","main13","Seine",2016-09-23,247,2,1,3,1,1,5.66801619433198,4.04858299595142,1.61943319838057,61.1336032388664,76.1133603238866,10848472,23.7333333333333,14,10,3,2,3,2,2,2,4.50933333333333,2.2784,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,0,1,-4
"279","main13","Seine",2018-06-01,366,2,1,4,1,1,9.01639344262295,8.19672131147541,3.00546448087432,62.8415300546448,67.75956284153,10848472,23.7333333333333,14,10,3,2,3,2,2,2,4.50933333333333,2.2784,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,-1,-1,1,1,1,-2
"280","main14","Seine",2016-10-10,89,0,1,0,1,0,96.6292134831461,95.5056179775281,0,1.12359550561798,4.49438202247191,10850152,35.8933333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-5
"281","main14","Seine",2017-09-15,219,0,1,0,1,0,94.9771689497717,90.8675799086758,0,1.36986301369863,9.1324200913242,10850152,35.8933333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-5
"282","main15","Seine",2017-06-24,91,1,1,3,1,1,62.6373626373626,35.1648351648352,6.59340659340659,25.2747252747253,56.043956043956,10848472,19.3095238095238,14,10,3,2,3.28261904761905,1.64130952380952,2,2,3.66880952380952,1.85371428571428,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,1,0,-1
"283","main16","Seine",2017-07-14,224,2,0,2,1,2,13.8392857142857,13.8392857142857,0,3.57142857142857,85.7142857142857,10848450,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,1,0,1,-1,-1,1,-1,0,-2
"284","main17","Seine",2017-06-24,160,1,2,3,1,1,53.125,33.125,0,55,58.125,10849364,20,14,10,3,2,3,2,2,2,3.8,1.92,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,1,-1
"285","main17","Seine",2021-05-08,280,2,2,1,1,1,36.0714285714286,26.7857142857143,0,70.3571428571429,65.7142857142857,10849364,20,14,10,3,2,3,2,2,2,3.8,1.92,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,-1,-1,1,-1,1,-5
"286","main18","Seine",2017-07-14,151,2,1,4,1,2,47.682119205298,31.7880794701987,3.3112582781457,39.7350993377483,62.2516556291391,10848472,15.5666666666667,14,10,3,2,2.64633333333334,1.32316666666667,2,2,2.95766666666667,1.4944,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,1,1,1,1,0,2
"287","main18","Seine",2018-06-01,166,2,1,3,1,2,69.2771084337349,56.0240963855422,0.602409638554217,26.5060240963855,41.566265060241,10848472,15.5666666666667,14,10,3,2,2.64633333333334,1.32316666666667,2,2,2.95766666666667,1.4944,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,1,1,0,-1,0,-1
"288","main19","Seine",2018-06-22,125,2,2,4,1,2,68,24.8,2.4,36,72.8,10849462,28.5,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,0,1,-1,1,0,0,0
"289","main20","Seine",2020-08-07,267,2,2,3,1,1,29.2134831460674,17.2284644194757,0.374531835205993,1.49812734082397,82.3970037453184,10849728,68.7666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"290","main20","Seine",2021-08-20,130,1,1,3,1,0,31.5384615384615,25.3846153846154,0,6.15384615384615,74.6153846153846,10849728,68.7666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-6
"291","main20","Seine",2022-06-22,79,0,1,1,1,0,81.0126582278481,78.4810126582278,0,75.9493670886076,21.5189873417722,10849728,68.7666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,1,-3
"292","main3","Seine",2016-09-28,218,1,1,2,1,1,48.6238532110092,26.1467889908257,4.12844036697248,37.6146788990826,58.7155963302752,10848472,20.5,14,10,3,2,3,2,2,2,3.895,1.968,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,0,1,0,-3
"293","main4.5","Seine",2016-09-28,199,2,1,2,0,2,10.5527638190955,4.52261306532663,4.02010050251256,65.8291457286432,72.3618090452261,10848486,22,14,10,3,2,3,2,2,2,4.18,2.112,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,1,1,-3
"294","main5","Seine",2016-10-06,70,1,2,4,1,1,30,18.5714285714286,11.4285714285714,54.2857142857143,64.2857142857143,10848602,20.7333333333333,14,10,3,2,3,2,2,2,3.93933333333333,1.9904,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,-1,-1,1,1,1,-1
"295","main5","Seine",2018-09-28,97,2,1,4,1,2,59.7938144329897,42.2680412371134,1.03092783505155,25.7731958762887,52.5773195876289,10848602,20.7333333333333,14,10,3,2,3,2,2,2,3.93933333333333,1.9904,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,1,1,0,0,0,0
"296","main6","Seine",2015-09-18,231,1,2,2,1,1,70.1298701298701,57.1428571428571,0,43.7229437229437,28.5714285714286,10849438,33.1,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"297","min2","Seine",2012-05-17,295,2,2,2,1,3,44.7457627118644,29.4915254237288,0,59.3220338983051,69.1525423728814,10849378,15.75,14,10,3,2,2.6775,1.33875,2,2,2.9925,1.512,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,1,1,-1,1,-1,1,0
"298","min3","Seine",2012-05-17,416,1,2,0,0,1,52.6442307692308,36.2980769230769,0,62.0192307692308,63.2211538461538,10848520,12,14,10,2.64,1.32,2.04,1.02,1.68,0.792,2.28,1.152,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,1,-1,1,-1
"299","min3a","Seine",2012-05-17,379,0,1,2,1,0,25.8575197889182,21.1081794195251,0,77.0448548812665,77.8364116094987,10849378,15.8258969333333,14,10,3,2,2.69040247866666,1.34520123933333,2,2,3.00692041733333,1.5192861056,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,-5
"300","min4","Seine",2012-05-15,179,0,1,1,1,0,88.8268156424581,74.3016759776536,0,32.9608938547486,18.9944134078212,10848484,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,-1,1,1,0,-1,0,-2
"301","min5","Seine",2012-05-15,344,1,1,2,1,0,69.4767441860465,51.1627906976744,0,49.7093023255814,47.3837209302326,10848506,8,9.6,6.08,1.76,0.88,1.36,0.68,1.12,0.528,1.52,0.768,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,1,0,-1,1,1
"302","mn-2","Seine",2016-09-15,384,0,1,0,0,0,100,94.7916666666667,0,0,5.20833333333333,10849618,34.6333333333334,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-6
"303","mn-2","Seine",2017-05-27,197,1,1,4,0,1,88.8324873096447,83.756345177665,0.50761421319797,1.52284263959391,13.7055837563452,10849618,34.6333333333334,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,-1,1,1,-1,-1,0,-3
"304","mn-2","Seine",2017-09-14,143,0,1,0,1,0,99.3006993006993,97.2027972027972,0,2.0979020979021,2.0979020979021,10849618,34.6333333333334,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-5
"305","mn-2","Seine",2020-07-31,162,0,1,2,1,0,99.3827160493827,91.9753086419753,0,1.23456790123457,8.02469135802469,10849618,34.6333333333334,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-4
"306","mn-2","Seine",2022-06-23,133,0,1,0,1,0,98.4962406015038,98.4962406015038,0,99.2481203007519,0.75187969924812,10849618,34.6333333333334,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-4
"307","mn-5","Seine",2016-10-10,133,1,2,2,1,1,72.9323308270677,13.5338345864662,1.50375939849624,33.8345864661654,84.9624060150376,10849484,23.7166666666667,14,10,3,2,3,2,2,2,4.50616666666667,2.2768,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,-1,1,0,0,-2
"308","mn-5","Seine",2017-09-14,157,2,2,4,1,1,84.0764331210191,39.4904458598726,1.91082802547771,19.7452229299363,49.6815286624204,10849484,23.7166666666667,14,10,3,2,3,2,2,2,4.50616666666667,2.2768,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,0,0,0,0
"309","mn-6","Seine",2018-09-28,56,0,1,2,1,0,94.6428571428571,10.7142857142857,0,7.14285714285714,89.2857142857143,10849618,27.4222222222222,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,-1,0,-4
"310","mn-7","Seine",2016-09-15,226,0,1,0,0,0,97.3451327433628,96.0176991150443,0,2.21238938053097,3.98230088495575,10850152,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-5
"311","mn-7","Seine",2017-05-27,47,0,0,1,0,0,97.8723404255319,97.8723404255319,0,0,2.12765957446809,10850152,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-6
"312","mn-7a","Seine",2017-09-15,260,0,1,0,1,0,93.8461538461538,91.1538461538461,0,5.76923076923077,8.84615384615385,10850152,67.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-5
"313","mn-7a","Seine",2020-07-31,179,1,1,0,1,1,80.4469273743017,76.536312849162,0,5.58659217877095,23.463687150838,10850152,67.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"314","mn-7a","Seine",2021-08-20,130,0,1,3,1,0,57.6923076923077,56.1538461538462,0,0.769230769230769,43.8461538461538,10850152,67.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,-1,-4
"315","mr-11","Seine",2014-09-26,35,1,1,1,0,0,60,11.4285714285714,0,0,88.5714285714286,10850156,32.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-6
"316","mr-11","Seine",2015-07-10,66,1,2,0,1,0,75.7575757575758,4.54545454545455,0,16.6666666666667,95.4545454545455,10850156,32.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,-1,1,-1,0,-4
"317","mr-11","Seine",2016-06-17,153,1,1,2,1,1,43.7908496732026,15.6862745098039,1.30718954248366,15.6862745098039,83.0065359477124,10850156,32.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,-1,1,0,0,-3
"318","mr-11","Seine",2022-07-05,47,3,2,2,1,2,48.936170212766,25.531914893617,8.51063829787234,38.2978723404255,65.9574468085106,10850156,32.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,0,1,-1,1,1,0,0
"319","mr-11","Seine",2023-06-22,216,4,2,4,1,2,37.037037037037,24.0740740740741,2.31481481481481,27.3148148148148,73.1481481481482,10850156,32.2333333333333,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,0,-1,-1,1,0,0,-2
"320","mr-12","Seine",2015-08-28,114,1,2,0,1,0,64.9122807017544,31.578947368421,0,32.4561403508772,65.7894736842105,10850156,37.7,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,1,1,-1,0,-2
"321","mr-12","Seine",2016-06-24,116,0,2,0,1,0,62.0689655172414,20.6896551724138,0,18.1034482758621,78.448275862069,10850156,37.7,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,-1,-1,-1,1,-1,1,-1,0,-4
"322","mr-12","Seine",2021-05-27,73,2,2,2,0,1,23.2876712328767,20.5479452054795,1.36986301369863,46.5753424657534,78.0821917808219,10850156,37.7,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,0,0,-4
"323","mr-13","Seine",2014-09-26,8,0,1,0,0,0,100,0,0,0,100,10850156,37.7,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-6
"324","mr-13","Seine",2015-07-10,22,0,1,2,1,0,77.2727272727273,68.1818181818182,4.54545454545455,31.8181818181818,27.2727272727273,10850156,37.7,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,1,0,-1
"325","mr-13","Seine",2016-06-24,59,0,1,1,1,0,74.5762711864407,40.6779661016949,0,28.8135593220339,59.3220338983051,10850156,37.7,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"326","mr-15","Seine",2016-06-24,81,1,1,0,1,0,88.8888888888889,49.3827160493827,0,16.0493827160494,50.6172839506173,10850156,48.4,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"327","mr-16","Seine",2015-07-11,13,0,1,1,1,0,84.6153846153846,23.0769230769231,0,30.7692307692308,76.9230769230769,10849658,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-5
"328","mr-17","Seine",2015-07-11,139,4,2,4,1,4,85.6115107913669,48.9208633093525,3.59712230215827,28.7769784172662,45.3237410071942,10849642,20,14,10,3,2,3,2,2,2,3.8,1.92,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,1,1,1,0,1,0,3
"329","mr-17","Seine",2016-06-16,72,4,2,4,1,3,26.3888888888889,13.8888888888889,4.16666666666667,11.1111111111111,79.1666666666667,10849642,20,14,10,3,2,3,2,2,2,3.8,1.92,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,0,-1,-1,1,1,0,-1
"330","mr-17","Seine",2017-05-24,136,4,1,4,0,3,5.88235294117647,5.88235294117647,3.67647058823529,39.7058823529412,90.4411764705882,10849642,20,14,10,3,2,3,2,2,2,3.8,1.92,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,-1,-1,1,1,0,-2
"331","mr-18","Seine",2015-07-11,165,4,2,4,1,3,66.6666666666667,62.4242424242424,9.6969696969697,21.2121212121212,26.6666666666667,10849622,30.1166666666666,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,0,1,1,0,1,0,2
"332","mr-18","Seine",2021-05-22,12,3,1,2,0,3,8.33333333333333,16.6666666666667,66.6666666666667,16.6666666666667,16.6666666666667,10849622,30.1166666666666,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,0,-1,-1,0,1,0,-4
"333","mr-18","Seine",2023-06-22,83,4,1,4,1,4,18.0722891566265,18.0722891566265,59.0361445783133,21.6867469879518,22.8915662650602,10849622,30.1166666666666,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,-1,-1,0,1,0,-3
"334","mr-20","Seine",2015-06-19,168,4,2,3,1,5,24.4047619047619,23.8095238095238,5.35714285714286,79.1666666666667,67.2619047619048,10849566,25,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,1,-1,-1,1,1,1,0
"335","mr-20","Seine",2023-06-21,186,3,2,3,1,4,55.3763440860215,49.4623655913978,31.1827956989247,60.2150537634409,19.3548387096774,10849566,25,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,0,1,1,0,1,1,2
"336","mr-22","Seine",2012-05-29,376,0,0,1,1,1,96.8085106382979,96.8085106382979,0,12.2340425531915,2.65957446808511,10849504,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,0,1,1,-1,-1,0,-2
"337","mr-4","Seine",2014-09-26,113,2,1,2,1,1,54.8672566371681,53.9823008849557,2.65486725663717,3.53982300884956,43.3628318584071,10849648,28,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,0,0,-2
"338","mr-4","Seine",2015-07-10,118,1,1,1,1,0,22.0338983050847,21.1864406779661,0,4.23728813559322,78.8135593220339,10849648,28,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"339","mr-4","Seine",2016-06-16,96,1,1,1,1,0,26.0416666666667,25,0,2.08333333333333,75,10849648,28,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-7
"340","mr-4","Seine",2021-05-22,21,3,0,3,1,2,9.52380952380952,9.52380952380952,33.3333333333333,9.52380952380952,57.1428571428571,10849648,28,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,0,-1,-1,0,1,0,-4
"341","mr-4","Seine",2022-06-06,23,3,0,4,0,2,0,0,26.0869565217391,0,73.9130434782609,10849648,28,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,1,-1,0,-1,-1,1,1,-1,-3
"342","mr-8","Seine",2015-10-16,41,1,1,1,1,0,78.0487804878049,68.2926829268293,0,21.9512195121951,31.7073170731707,10850156,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"343","mr-8","Seine",2016-06-17,89,0,1,2,1,0,69.6629213483146,37.0786516853933,0,25.8426966292135,61.7977528089888,10850156,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,0,-1,0,-3
"344","mr-8","Seine",2021-05-27,129,3,2,2,1,1,26.3565891472868,20.1550387596899,0.775193798449612,15.5038759689922,79.0697674418605,10850156,33,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,-1,-1,1,-1,0,-5
"345","mr-9","Seine",2015-10-16,39,2,1,0,0,0,87.1794871794872,71.7948717948718,0,2.56410256410256,28.2051282051282,10850156,41.8666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"346","mr-9","Seine",2016-06-17,46,0,1,0,1,0,82.6086956521739,80.4347826086957,0,26.0869565217391,19.5652173913043,10850156,41.8666666666667,14,10,3,2,3,2,2,2,4,2,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,0,-4
"347","mur2","Seine",2016-10-03,200,0,0,2,0,0,95.5,95,0,41.5,5,10848594,12,14,10,2.64,1.32,2.04,1.02,1.68,0.792,2.28,1.152,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-4
"348","nott","Seine",2016-10-03,264,0,2,2,1,0,51.1363636363636,40.1515151515151,0,12.8787878787879,25,10848512,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,0,1,0,-1,1,1,0,-1,0,0
"349","nott2","Seine",2019-06-19,93,0,1,1,0,0,97.8494623655914,92.4731182795699,0,13.9784946236559,6.45161290322581,10848512,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-4
"350","nott2","Seine",2021-08-23,175,0,1,0,0,0,97.7142857142857,92.5714285714286,0,38.8571428571429,5.14285714285714,10848512,10,12,7.6,2.2,1.1,1.7,0.85,1.4,0.66,1.9,0.96,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-5
"351","peb2","Seine",2016-10-04,240,0,0,1,1,0,96.25,93.3333333333333,0,40.4166666666667,5.83333333333333,10848526,16.1,14,10,3,2,2.737,1.3685,2,2,3.059,1.5456,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-5
"352","peb2","Seine",2017-04-26,419,0,0,0,1,0,93.3174224343675,93.3174224343675,0,58.7112171837709,3.81861575178998,10848526,16.1,14,10,3,2,2.737,1.3685,2,2,3.059,1.5456,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-4
"353","peb3","Seine",2016-10-04,230,0,2,3,1,0,62.6086956521739,43.4782608695652,0,41.304347826087,46.0869565217391,10848526,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,0,1,-1,-1,1,1,0,-1,0,-1
"354","peb3","Seine",2023-06-27,179,0,0,1,1,0,63.6871508379888,63.6871508379888,0.558659217877095,60.8938547486033,20.1117318435754,10848526,15,14,10,3,2,2.55,1.275,2,2,2.85,1.44,39,75,31,72,62,15,3,1,47,1,-1,-1,-1,-1,-1,1,1,0,-1,1,-3
"355","peb4","Seine",2016-10-04,230,0,2,3,1,0,62.6086956521739,43.4782608695652,0,41.304347826087,46.0869565217391,10849412,18.5695544,14,10,3,2,3.156824248,1.578412124,2,2,3.528215336,1.7826772224,39,75,31,72,62,15,3,1,47,1,-1,0,0,-1,-1,1,1,0,-1,0,-2
"356","peb5","Seine",2017-04-26,327,0,0,1,1,0,64.2201834862385,61.4678899082569,0,56.2691131498471,33.0275229357798,10848490,9,10.8,6.84,1.98,0.99,1.53,0.765,1.26,0.594,1.71,0.864,39,75,31,72,62,15,3,1,47,1,-1,-1,0,0,-1,1,1,0,-1,1,-1
